group,variable,value,religion
75,Israel,13,Judaism
76,Israel,13,Judaism
77,Israel,13,Judaism
78,Israel,13,Judaism
79,Israel,13,Judaism
80,Israel,13,Judaism
81,Israel,13,Judaism
82,Israel,13,Judaism
83,Israel,13,Judaism
84,Israel,13,Judaism
85,Israel,13,Judaism
86,Israel,13,Judaism
87,Israel,13,Judaism
88,Israel,13,Judaism
89,Israel,13,Judaism
90,Israel,13,Judaism
91,Israel,13,Judaism
92,Israel,13,Judaism
93,Israel,13,Judaism
94,Israel,13,Judaism
95,Israel,13,Judaism
96,Israel,13,Judaism
97,Israel,13,Judaism
98,Israel,13,Judaism
99,Israel,13,Judaism
100,Israel,13,Judaism
1,Germany,7,Catholicism
2,Germany,7,Catholicism
3,Germany,7,Catholicism
4,Germany,7,Catholicism
5,Germany,7,Catholicism
6,Germany,7,Catholicism
7,Germany,7,Catholicism
8,Germany,7,Catholicism
9,Germany,7,Catholicism
10,Germany,7,Catholicism
11,Germany,7,Catholicism
12,Germany,7,Catholicism
13,Germany,7,Catholicism
14,Germany,7,Catholicism
15,Germany,7,Catholicism
16,Germany,7,Catholicism
17,Germany,7,Catholicism
18,Germany,7,Catholicism
19,Germany,7,Catholicism
20,Germany,7,Catholicism
21,Germany,7,Catholicism
22,Germany,7,Catholicism
23,Germany,7,Catholicism
24,Germany,7,Catholicism
25,Germany,7,Catholicism
26,Germany,7,Catholicism
27,Germany,7,Catholicism
28,Germany,7,Catholicism
29,Germany,7,Catholicism
30,Germany,7,Catholicism
31,Germany,7,Catholicism
32,Germany,7,Catholicism
33,Germany,7,Catholicism
34,Germany,7,Catholicism
35,Germany,7,Catholicism
36,Germany,7,Catholicism
37,Germany,7,Catholicism
38,Germany,7,Catholicism
39,Germany,7,Catholicism
40,Germany,7,Catholicism
41,Germany,7,Catholicism
42,Germany,7,Catholicism
43,Germany,7,Catholicism
44,Germany,7,Catholicism
45,Germany,7,Catholicism
46,Germany,7,Catholicism
47,Germany,7,Catholicism
48,Germany,7,Catholicism
49,Germany,7,Catholicism
50,Germany,7,Catholicism
51,Germany,7,Catholicism
52,Germany,7,Catholicism
53,Germany,7,Catholicism
54,Germany,7,Catholicism
55,Germany,7,Catholicism
56,Germany,7,Catholicism
57,Germany,7,Catholicism
58,Germany,7,Catholicism
59,Germany,7,Catholicism
60,Germany,7,Catholicism
61,Germany,7,Catholicism
62,Germany,7,Catholicism
63,Germany,7,Catholicism
64,Germany,7,Catholicism
65,Germany,7,Catholicism
66,Germany,7,Catholicism
67,Germany,7,Catholicism
68,Germany,7,Catholicism
69,Germany,7,Catholicism
70,Germany,7,Catholicism
71,Germany,7,Catholicism
72,Germany,7,Catholicism
73,Germany,7,Catholicism
74,Germany,7,Catholicism
75,Germany,7,Catholicism
76,Germany,7,Catholicism
77,Germany,6,Calvinism
78,Germany,6,Calvinism
79,Germany,6,Calvinism
80,Germany,6,Calvinism
81,Germany,6,Calvinism
82,Germany,6,Calvinism
83,Germany,6,Calvinism
84,Germany,6,Calvinism
85,Germany,6,Calvinism
86,Germany,6,Calvinism
87,Germany,6,Other
88,Germany,6,Other
89,Germany,6,Other
90,Germany,6,Other
91,Germany,6,Other
92,Germany,6,Other
93,Germany,6,Other
94,Germany,6,Other
95,Germany,6,Other
96,Germany,6,Other
97,Germany,6,Other
98,Germany,6,Other
99,Germany,6,Other
100,Germany,6,Other
1,Brazil, 7,Catholicism
2,Brazil, 7,Catholicism
3,Brazil, 7,Catholicism
4,Brazil, 7,Catholicism
5,Brazil, 7,Catholicism
6,Brazil, 7,Catholicism
7,Brazil, 7,Catholicism
8,Brazil, 7,Catholicism
9,Brazil, 7,Catholicism
10,Brazil, 7,Catholicism
11,Brazil, 7,Catholicism
12,Brazil, 7,Catholicism
13,Brazil, 7,Catholicism
14,Brazil, 7,Catholicism
15,Brazil, 7,Catholicism
16,Brazil, 7,Catholicism
17,Brazil, 7,Catholicism
18,Brazil, 7,Catholicism
19,Brazil, 7,Catholicism
20,Brazil, 7,Catholicism
21,Brazil, 7,Catholicism
22,Brazil, 7,Catholicism
23,Brazil, 7,Catholicism
24,Brazil, 7,Catholicism
25,Brazil, 7,Catholicism
26,Brazil, 7,Catholicism
27,Brazil, 7,Catholicism
28,Brazil, 7,Catholicism
29,Brazil, 7,Catholicism
30,Brazil, 7,Catholicism
31,Brazil, 7,Catholicism
32,Brazil, 7,Catholicism
33,Brazil, 7,Catholicism
34,Brazil, 7,Catholicism
35,Brazil, 7,Catholicism
36,Brazil, 7,Catholicism
37,Brazil, 7,Catholicism
38,Brazil, 7,Catholicism
39,Brazil, 7,Catholicism
40,Brazil, 7,Catholicism
41,Brazil, 7,Catholicism
42,Brazil, 7,Catholicism
43,Brazil, 7,Catholicism
44,Brazil, 7,Catholicism
45,Brazil, 7,Catholicism
46,Brazil, 7,Catholicism
47,Brazil, 7,Catholicism
48,Brazil, 7,Catholicism
49,Brazil, 7,Catholicism
50,Brazil, 7,Catholicism
51,Brazil, 7,Catholicism
52,Brazil, 7,Catholicism
53,Brazil, 7,Catholicism
54,Brazil, 7,Catholicism
55,Brazil, 7,Catholicism
56,Brazil, 7,Catholicism
57,Brazil, 7,Catholicism
58,Brazil, 7,Catholicism
59,Brazil, 7,Catholicism
60,Brazil, 7,Catholicism
61,Brazil, 7,Catholicism
62,Brazil, 7,Catholicism
63,Brazil, 7,Catholicism
64,Brazil, 7,Catholicism
65,Brazil, 7,Catholicism
66,Brazil, 7,Catholicism
67,Brazil, 7,Catholicism
68,Brazil, 7,Catholicism
69,Brazil, 7,Catholicism
70,Brazil, 7,Catholicism
71,Brazil, 7,Catholicism
72,Brazil, 7,Catholicism
73,Brazil, 7,Catholicism
74,Brazil, 7,Catholicism
75,Brazil, 7,Catholicism
76,Brazil, 7,Catholicism
77,Brazil, 7,Catholicism
78,Brazil, 7,Catholicism
79,Brazil, 7,Catholicism
80,Brazil, 7,Catholicism
81,Brazil,13,Judaism
82,Brazil,13,Judaism
83,Brazil,13,Judaism
84,Brazil,13,Judaism
85,Brazil,13,Judaism
86,Brazil,13,Judaism
87,Brazil,13,Judaism
88,Brazil,13,Judaism
89,Brazil,13,Judaism
90,Brazil,13,Judaism
91,Brazil,5,Other
92,Brazil,5,Other
93,Brazil,5,Other
94,Brazil,5,Other
95,Brazil,5,Other
96,Brazil,5,Other
97,Brazil,5,Other
98,Brazil,5,Other
99,Brazil,5,Other
100,Brazil,5,Other
1,Australia, 7,Catholicism
2,Australia, 7,Catholicism
3,Australia, 7,Catholicism
4,Australia, 7,Catholicism
5,Australia, 7,Catholicism
6,Australia, 7,Catholicism
7,Australia, 7,Catholicism
8,Australia, 7,Catholicism
9,Australia, 7,Catholicism
10,Australia, 7,Catholicism
11,Australia, 7,Catholicism
12,Australia, 7,Catholicism
13,Australia, 7,Catholicism
14,Australia, 7,Catholicism
15,Australia, 7,Catholicism
16,Australia, 7,Catholicism
17,Australia, 7,Catholicism
18,Australia, 7,Catholicism
19,Australia, 7,Catholicism
20,Australia, 7,Catholicism
21,Australia, 7,Catholicism
22,Australia, 7,Catholicism
23,Australia, 7,Catholicism
24,Australia, 7,Catholicism
25,Australia, 7,Catholicism
26,Australia, 7,Catholicism
27,Australia, 7,Catholicism
28,Australia, 7,Catholicism
29,Australia, 7,Catholicism
30,Australia, 7,Catholicism
31,Australia, 7,Catholicism
32,Australia, 7,Catholicism
33,Australia, 7,Catholicism
34,Australia, 7,Catholicism
35,Australia, 7,Catholicism
36,Australia, 7,Catholicism
37,Australia, 7,Catholicism
38,Australia, 7,Catholicism
39,Australia, 7,Catholicism
40,Australia, 7,Catholicism
41,Australia, 7,Catholicism
42,Australia, 7,Catholicism
43,Australia, 7,Catholicism
44,Australia, 7,Catholicism
45,Australia, 7,Catholicism
46,Australia, 7,Catholicism
47,Australia, 7,Catholicism
48,Australia, 7,Catholicism
49,Australia, 7,Catholicism
50,Australia, 7,Catholicism
51,Australia, 7,Catholicism
52,Australia, 7,Catholicism
53,Australia, 7,Catholicism
54,Australia, 7,Catholicism
55,Australia, 7,Catholicism
56,Australia, 7,Catholicism
57,Australia, 7,Catholicism
58,Australia, 7,Catholicism
59,Australia, 7,Catholicism
60,Australia, 7,Catholicism
61,Australia, 7,Catholicism
62,Australia, 7,Catholicism
63,Australia, 7,Catholicism
64,Australia, 7,Catholicism
65,Australia, 7,Catholicism
66,Australia, 7,Catholicism
67,Australia, 7,Catholicism
68,Australia, 7,Catholicism
69,Australia, 7,Catholicism
70,Australia, 7,Catholicism
71,Australia, 7,Catholicism
72,Australia, 7,Catholicism
73,Australia, 7,Catholicism
74,Australia,12,Atheism
75,Australia,12,Atheism
76,Australia,12,Atheism
77,Australia,12,Atheism
78,Australia,12,Atheism
79,Australia,12,Atheism
80,Australia,12,Atheism
81,Australia,12,Atheism
82,Australia,12,Atheism
83,Australia,12,Atheism
84,Australia,12,Atheism
85,Australia,12,Atheism
86,Australia,13,Judaism
87,Australia,12,Atheism
88,Australia,12,Atheism
89,Australia,12,Atheism
90,Australia,12,Atheism
91,Australia,12,Atheism
92,Australia,12,Atheism
93,Australia,5,Other
94,Australia,5,Other
95,Australia,5,Other
96,Australia,5,Other
97,Australia,5,Other
98,Australia,5,Other
99,Australia,5,Other
100,Australia,5,Other
1,United Kingdom, 7,Catholicism
2,United Kingdom, 7,Catholicism
3,United Kingdom, 7,Catholicism
4,United Kingdom, 7,Catholicism
5,United Kingdom, 7,Catholicism
6,United Kingdom, 7,Catholicism
7,United Kingdom, 7,Catholicism
8,United Kingdom, 7,Catholicism
9,United Kingdom, 7,Catholicism
10,United Kingdom, 7,Catholicism
11,United Kingdom, 7,Catholicism
12,United Kingdom, 7,Catholicism
13,United Kingdom, 7,Catholicism
14,United Kingdom, 7,Catholicism
15,United Kingdom, 7,Catholicism
16,United Kingdom, 7,Catholicism
17,United Kingdom, 7,Catholicism
18,United Kingdom, 7,Catholicism
19,United Kingdom, 7,Catholicism
20,United Kingdom, 7,Catholicism
21,United Kingdom, 7,Catholicism
22,United Kingdom, 7,Catholicism
23,United Kingdom, 7,Catholicism
24,United Kingdom, 7,Catholicism
25,United Kingdom, 7,Catholicism
26,United Kingdom, 7,Catholicism
27,United Kingdom, 7,Catholicism
28,United Kingdom, 7,Catholicism
29,United Kingdom, 7,Catholicism
30,United Kingdom, 7,Catholicism
31,United Kingdom, 7,Catholicism
32,United Kingdom, 7,Catholicism
33,United Kingdom, 7,Catholicism
34,United Kingdom, 7,Catholicism
35,United Kingdom, 7,Catholicism
36,United Kingdom, 7,Catholicism
37,United Kingdom, 7,Catholicism
38,United Kingdom, 7,Catholicism
39,United Kingdom, 7,Catholicism
40,United Kingdom, 7,Catholicism
41,United Kingdom, 7,Catholicism
42,United Kingdom, 7,Catholicism
43,United Kingdom, 7,Catholicism
44,United Kingdom, 7,Catholicism
45,United Kingdom, 7,Catholicism
46,United Kingdom, 7,Catholicism
47,United Kingdom, 7,Catholicism
48,United Kingdom, 7,Catholicism
49,United Kingdom, 7,Catholicism
50,United Kingdom, 7,Catholicism
51,United Kingdom, 7,Catholicism
52,United Kingdom, 7,Catholicism
53,United Kingdom, 7,Catholicism
54,United Kingdom, 7,Catholicism
55,United Kingdom, 7,Catholicism
56,United Kingdom, 7,Catholicism
57,United Kingdom, 7,Catholicism
58,United Kingdom, 7,Catholicism
59,United Kingdom, 7,Catholicism
60,United Kingdom, 7,Catholicism
61,United Kingdom, 7,Catholicism
62,United Kingdom, 7,Catholicism
63,United Kingdom, 7,Catholicism
64,United Kingdom, 7,Catholicism
65,United Kingdom, 7,Catholicism
66,United Kingdom, 7,Catholicism
67,United Kingdom,8,Protestantism
68,United Kingdom,8,Protestantism
69,United Kingdom,8,Protestantism
70,United Kingdom,8,Protestantism
71,United Kingdom,8,Protestantism
72,United Kingdom,8,Protestantism
73,United Kingdom,8,Protestantism
74,United Kingdom,8,Protestantism
75,United Kingdom,8,Protestantism
76,United Kingdom,8,Protestantism
77,United Kingdom,8,Protestantism
78,United Kingdom,8,Protestantism
79,United Kingdom,8,Protestantism
80,United Kingdom,8,Protestantism
81,United Kingdom,8,Protestantism
82,United Kingdom,8,Protestantism
83,United Kingdom,8,Protestantism
84,United Kingdom,8,Protestantism
85,United Kingdom,8,Protestantism
86,United Kingdom,8,Protestantism
87,United Kingdom,8,Protestantism
88,United Kingdom,13,Judaism
89,United Kingdom,13,Judaism
90,United Kingdom,13,Judaism
91,United Kingdom,13,Judaism
92,United Kingdom,13,Judaism
93,United Kingdom,13,Judaism
94,United Kingdom,13,Judaism
97,United Kingdom,5,Other
98,United Kingdom,5,Other
99,United Kingdom,5,Other
100,United Kingdom,5,Other
1,Chile,7,Catholicism
2,Chile,7,Catholicism
3,Chile,7,Catholicism
4,Chile,7,Catholicism
5,Chile,7,Catholicism
6,Chile,7,Catholicism
7,Chile,7,Catholicism
8,Chile,7,Catholicism
9,Chile,7,Catholicism
10,Chile,7,Catholicism
11,Chile,7,Catholicism
12,Chile,7,Catholicism
13,Chile,7,Catholicism
14,Chile,7,Catholicism
15,Chile,7,Catholicism
16,Chile,7,Catholicism
17,Chile,7,Catholicism
18,Chile,7,Catholicism
19,Chile,7,Catholicism
20,Chile,7,Catholicism
21,Chile,7,Catholicism
22,Chile,7,Catholicism
23,Chile,7,Catholicism
24,Chile,7,Catholicism
25,Chile,7,Catholicism
26,Chile,7,Catholicism
27,Chile,7,Catholicism
28,Chile,7,Catholicism
29,Chile,7,Catholicism
30,Chile,7,Catholicism
31,Chile,7,Catholicism
32,Chile,7,Catholicism
33,Chile,7,Catholicism
34,Chile,7,Catholicism
35,Chile,7,Catholicism
36,Chile,7,Catholicism
37,Chile,7,Catholicism
38,Chile,7,Catholicism
39,Chile,7,Catholicism
40,Chile,7,Catholicism
41,Chile,7,Catholicism
42,Chile,7,Catholicism
43,Chile,7,Catholicism
44,Chile,7,Catholicism
45,Chile,7,Catholicism
46,Chile,7,Catholicism
47,Chile,7,Catholicism
48,Chile,7,Catholicism
49,Chile,7,Catholicism
50,Chile,7,Catholicism
51,Chile,7,Catholicism
52,Chile,7,Catholicism
53,Chile,7,Catholicism
54,Chile,7,Catholicism
55,Chile,7,Catholicism
56,Chile,7,Catholicism
57,Chile,7,Catholicism
58,Chile,7,Catholicism
59,Chile,7,Catholicism
60,Chile,7,Catholicism
61,Chile,7,Catholicism
62,Chile,7,Catholicism
63,Chile,7,Catholicism
64,Chile,7,Catholicism
65,Chile,7,Catholicism
66,Chile,7,Catholicism
67,Chile,7,Catholicism
68,Chile,7,Catholicism
69,Chile,7,Catholicism
70,Chile,7,Catholicism
71,Chile,7,Catholicism
72,Chile,7,Catholicism
73,Chile,7,Catholicism
74,Chile,7,Catholicism
75,Chile,7,Catholicism
76,Chile,7,Catholicism
77,Chile,7,Catholicism
78,Chile,7,Catholicism
79,Chile,8,Protestantism
80,Chile,8,Protestantism
81,Chile,8,Protestantism
82,Chile,8,Protestantism
83,Chile,8,Protestantism
84,Chile,8,Protestantism
85,Chile,8,Protestantism
86,Chile,8,Protestantism
87,Chile,8,Protestantism
88,Chile,8,Protestantism
89,Chile,8,Protestantism
90,Chile,8,Protestantism
91,Chile,8,Protestantism
91,Chile,8,Protestantism
92,Chile,13,Judaism
93,Chile,13,Judaism
94,Chile,13,Judaism
95,Chile,13,Judaism
96,Chile,13,Judaism
97,Chile,5,Other
98,Chile,5,Other
99,Chile,5,Other
100,Chile,5,Other
1,Argentina,7,Catholicism
2,Argentina,7,Catholicism
3,Argentina,7,Catholicism
4,Argentina,7,Catholicism
5,Argentina,7,Catholicism
6,Argentina,7,Catholicism
7,Argentina,7,Catholicism
8,Argentina,7,Catholicism
9,Argentina,7,Catholicism
10,Argentina,7,Catholicism
11,Argentina,7,Catholicism
12,Argentina,7,Catholicism
13,Argentina,7,Catholicism
14,Argentina,7,Catholicism
15,Argentina,7,Catholicism
16,Argentina,7,Catholicism
17,Argentina,7,Catholicism
18,Argentina,7,Catholicism
19,Argentina,7,Catholicism
20,Argentina,7,Catholicism
21,Argentina,7,Catholicism
22,Argentina,7,Catholicism
23,Argentina,7,Catholicism
24,Argentina,7,Catholicism
25,Argentina,7,Catholicism
26,Argentina,7,Catholicism
27,Argentina,7,Catholicism
28,Argentina,7,Catholicism
29,Argentina,7,Catholicism
30,Argentina,7,Catholicism
31,Argentina,7,Catholicism
32,Argentina,7,Catholicism
33,Argentina,7,Catholicism
34,Argentina,7,Catholicism
35,Argentina,7,Catholicism
36,Argentina,7,Catholicism
37,Argentina,7,Catholicism
38,Argentina,7,Catholicism
39,Argentina,7,Catholicism
40,Argentina,7,Catholicism
41,Argentina,7,Catholicism
42,Argentina,7,Catholicism
43,Argentina,7,Catholicism
44,Argentina,7,Catholicism
45,Argentina,7,Catholicism
46,Argentina,7,Catholicism
47,Argentina,7,Catholicism
48,Argentina,7,Catholicism
49,Argentina,7,Catholicism
50,Argentina,7,Catholicism
51,Argentina,7,Catholicism
52,Argentina,7,Catholicism
53,Argentina,7,Catholicism
54,Argentina,7,Catholicism
55,Argentina,7,Catholicism
56,Argentina,7,Catholicism
57,Argentina,7,Catholicism
58,Argentina,7,Catholicism
59,Argentina,7,Catholicism
60,Argentina,7,Catholicism
61,Argentina,7,Catholicism
62,Argentina,7,Catholicism
63,Argentina,7,Catholicism
64,Argentina,7,Catholicism
65,Argentina,7,Catholicism
66,Argentina,7,Catholicism
67,Argentina,7,Catholicism
68,Argentina,7,Catholicism
69,Argentina,7,Catholicism
70,Argentina,7,Catholicism
71,Argentina,7,Catholicism
72,Argentina,7,Catholicism
73,Argentina,7,Catholicism
74,Argentina,7,Catholicism
75,Argentina,7,Catholicism
76,Argentina,7,Catholicism
77,Argentina,7,Catholicism
78,Argentina,7,Catholicism
79,Argentina,8,Catholicism
80,Argentina,8,Catholicism
81,Argentina,8,Catholicism
82,Argentina,8,Catholicism
83,Argentina,8,Catholicism
84,Argentina,8,Catholicism
85,Argentina,8,Catholicism
86,Argentina,8,Catholicism
87,Argentina,13,Judaism
88,Argentina,13,Judaism
89,Argentina,13,Judaism
90,Argentina,13,Judaism
91,Argentina,5,Other
92,Argentina,5,Other
93,Argentina,5,Other
94,Argentina,5,Other
95,Argentina,5,Other
96,Argentina,5,Other
97,Argentina,5,Other
98,Argentina,5,Other
99,Argentina,5,Other
100,Argentina,5,Other
1,Finland,13,Catholicism
2,Finland,13,Catholicism
3,Finland,13,Catholicism
4,Finland,13,Catholicism
5,Finland,13,Catholicism
6,Finland,13,Catholicism
7,Finland,13,Catholicism
8,Finland,13,Catholicism
9,Finland,13,Catholicism
10,Finland,13,Catholicism
11,Finland,13,Catholicism
12,Finland,13,Catholicism
13,Finland,13,Catholicism
14,Finland,13,Catholicism
15,Finland,13,Catholicism
16,Finland,13,Catholicism
17,Finland,13,Catholicism
18,Finland,13,Catholicism
19,Finland,13,Catholicism
20,Finland,13,Catholicism
21,Finland,13,Catholicism
22,Finland,13,Catholicism
23,Finland,13,Catholicism
24,Finland,13,Catholicism
25,Finland,13,Catholicism
26,Finland,13,Catholicism
27,Finland,13,Catholicism
28,Finland,13,Catholicism
29,Finland,13,Catholicism
30,Finland,13,Catholicism
31,Finland,13,Catholicism
32,Finland,13,Catholicism
33,Finland,13,Catholicism
34,Finland,13,Catholicism
35,Finland,13,Catholicism
36,Finland,13,Catholicism
37,Finland,13,Catholicism
38,Finland,13,Catholicism
39,Finland,13,Catholicism
40,Finland,13,Catholicism
41,Finland,13,Catholicism
42,Finland,13,Catholicism
43,Finland,13,Catholicism
44,Finland,13,Catholicism
45,Finland,13,Catholicism
46,Finland,13,Catholicism
47,Finland,13,Catholicism
48,Finland,13,Catholicism
49,Finland,13,Catholicism
50,Finland,13,Catholicism
51,Finland,13,Catholicism
52,Finland,13,Catholicism
53,Finland,13,Catholicism
54,Finland,13,Catholicism
55,Finland,13,Catholicism
56,Finland,13,Catholicism
57,Finland,13,Catholicism
58,Finland,13,Catholicism
59,Finland,13,Catholicism
60,Finland,13,Catholicism
61,Finland,13,Catholicism
62,Finland,13,Catholicism
63,Finland,13,Catholicism
64,Finland,13,Catholicism
65,Finland,13,Catholicism
66,Finland,13,Catholicism
67,Finland,13,Catholicism
68,Finland,13,Catholicism
69,Finland,13,Catholicism
70,Finland,13,Catholicism
71,Finland,13,Catholicism
72,Finland,13,Catholicism
73,Finland,13,Catholicism
74,Finland,13,Catholicism
75,Finland,13,Catholicism
76,Finland,13,Catholicism
77,Finland,13,Catholicism
78,Finland,13,Catholicism
79,Finland,13,Catholicism
80,Finland,13,Catholicism
81,Finland,13,Catholicism
82,Finland,13,Catholicism
83,Finland,13,Catholicism
84,Finland,13,Catholicism
85,Finland,13,Catholicism
86,Finland,13,Catholicism
87,Finland,13,Catholicism
88,Finland,13,Catholicism
89,Finland,13,Catholicism
90,Finland,13,Catholicism
91,Finland,13,Catholicism
92,Finland,13,Catholicism
93,Finland,13,Catholicism
94,Finland,13,Catholicism
95,Finland,13,Catholicism
96,Finland,13,Catholicism
97,Finland,13,Catholicism
98,Finland,13,Catholicism
99,Finland,13,Catholicism
100,Finland,13,Catholicism
1,New Zealand,7,Christianity_(broadly)
2,New Zealand,7,Christianity_(broadly)
3,New Zealand,7,Christianity_(broadly)
4,New Zealand,7,Christianity_(broadly)
5,New Zealand,7,Christianity_(broadly)
6,New Zealand,7,Christianity_(broadly)
7,New Zealand,7,Christianity_(broadly)
8,New Zealand,7,Christianity_(broadly)
9,New Zealand,7,Christianity_(broadly)
10,New Zealand,7,Christianity_(broadly)
11,New Zealand,7,Christianity_(broadly)
12,New Zealand,7,Christianity_(broadly)
13,New Zealand,7,Christianity_(broadly)
14,New Zealand,7,Christianity_(broadly)
15,New Zealand,7,Christianity_(broadly)
16,New Zealand,7,Christianity_(broadly)
17,New Zealand,7,Christianity_(broadly)
18,New Zealand,7,Christianity_(broadly)
19,New Zealand,7,Christianity_(broadly)
20,New Zealand,7,Christianity_(broadly)
21,New Zealand,7,Christianity_(broadly)
22,New Zealand,7,Christianity_(broadly)
23,New Zealand,7,Christianity_(broadly)
24,New Zealand,7,Christianity_(broadly)
25,New Zealand,7,Christianity_(broadly)
26,New Zealand,7,Christianity_(broadly)
27,New Zealand,7,Christianity_(broadly)
28,New Zealand,7,Christianity_(broadly)
29,New Zealand,7,Christianity_(broadly)
30,New Zealand,7,Christianity_(broadly)
31,New Zealand,7,Christianity_(broadly)
32,New Zealand,7,Christianity_(broadly)
33,New Zealand,7,Christianity_(broadly)
34,New Zealand,7,Christianity_(broadly)
35,New Zealand,7,Christianity_(broadly)
36,New Zealand,7,Christianity_(broadly)
37,New Zealand,7,Christianity_(broadly)
38,New Zealand,7,Christianity_(broadly)
39,New Zealand,7,Christianity_(broadly)
40,New Zealand,7,Christianity_(broadly)
41,New Zealand,7,Christianity_(broadly)
42,New Zealand,7,Christianity_(broadly)
43,New Zealand,7,Christianity_(broadly)
44,New Zealand,7,Christianity_(broadly)
45,New Zealand,7,Christianity_(broadly)
46,New Zealand,7,Christianity_(broadly)
47,New Zealand,7,Christianity_(broadly)
48,New Zealand,7,Christianity_(broadly)
49,New Zealand,7,Christianity_(broadly)
50,New Zealand,7,Christianity_(broadly)
51,New Zealand,7,Christianity_(broadly)
52,New Zealand,7,Christianity_(broadly)
53,New Zealand,7,Christianity_(broadly)
54,New Zealand,7,Christianity_(broadly)
55,New Zealand,7,Christianity_(broadly)
56,New Zealand,7,Christianity_(broadly)
57,New Zealand,7,Christianity_(broadly)
58,New Zealand,7,Christianity_(broadly)
59,New Zealand,7,Christianity_(broadly)
60,New Zealand,7,Christianity_(broadly)
61,New Zealand,7,Christianity_(broadly)
62,New Zealand,7,Christianity_(broadly)
63,New Zealand,7,Christianity_(broadly)
64,New Zealand,7,Christianity_(broadly)
65,New Zealand,7,Christianity_(broadly)
66,New Zealand,7,Christianity_(broadly)
67,New Zealand,7,Christianity_(broadly)
68,New Zealand,7,Christianity_(broadly)
69,New Zealand,7,Christianity_(broadly)
70,New Zealand,7,Christianity_(broadly)
71,New Zealand,7,Christianity_(broadly)
72,New Zealand,7,Christianity_(broadly)
73,New Zealand,7,Christianity_(broadly)
74,New Zealand,7,Christianity_(broadly)
75,New Zealand,7,Christianity_(broadly)
76,New Zealand,7,Christianity_(broadly)
77,New Zealand,7,Christianity_(broadly)
78,New Zealand,7,Christianity_(broadly)
79,New Zealand,8, Christianity (broadly)
80,New Zealand,8,Christianity_(broadly)
81,New Zealand,8,Christianity_(broadly)
82,New Zealand,8,Christianity_(broadly)
83,New Zealand,8,Christianity_(broadly)
84,New Zealand,8,Christianity_(broadly)
85,New Zealand,8,Christianity_(broadly)
86,New Zealand,13,Judaism
87,New Zealand,13,Judaism
88,New Zealand,13,Judaism
89,New Zealand,13,Judaism
90,New Zealand,13,Judaism
91,New Zealand,13,Judaism
92,New Zealand,5,Other
93,New Zealand,5,Other
94,New Zealand,5,Other
95,New Zealand,5,Other
96,New Zealand,5,Other
97,New Zealand,5,Other
98,New Zealand,5,Other
99,New Zealand,5,Other
100,New Zealand,5,Other
1,Hungary,2,Roman_Catholicism
2,Hungary,2,Roman_Catholicism
3,Hungary,2,Roman_Catholicism
4,Hungary,2,Roman_Catholicism
5,Hungary,2,Roman_Catholicism
6,Hungary,2,Roman_Catholicism
7,Hungary,2,Roman_Catholicism
8,Hungary,2,Roman_Catholicism
9,Hungary,2,Roman_Catholicism
10,Hungary,2,Roman_Catholicism
11,Hungary,2,Roman_Catholicism
12,Hungary,2,Roman_Catholicism
13,Hungary,2,Roman_Catholicism
14,Hungary,2,Roman_Catholicism
15,Hungary,2,Roman_Catholicism
16,Hungary,2,Roman_Catholicism
17,Hungary,2,Roman_Catholicism
18,Hungary,2,Roman_Catholicism
19,Hungary,2,Roman_Catholicism
20,Hungary,2,Roman_Catholicism
21,Hungary,2,Roman_Catholicism
22,Hungary,2,Roman_Catholicism
23,Hungary,2,Roman_Catholicism
24,Hungary,2,Roman_Catholicism
25,Hungary,2,Roman_Catholicism
26,Hungary,2,Roman_Catholicism
27,Hungary,2,Roman_Catholicism
28,Hungary,2,Roman_Catholicism
29,Hungary,2,Roman_Catholicism
30,Hungary,2,Roman_Catholicism
31,Hungary,2,Roman_Catholicism
32,Hungary,2,Roman_Catholicism
33,Hungary,2,Roman_Catholicism
34,Hungary,2,Roman_Catholicism
35,Hungary,2,Roman_Catholicism
36,Hungary,2,Roman_Catholicism
37,Hungary,2,Roman_Catholicism
38,Hungary,11,Greek_Catholicism
39,Hungary,11,Greek_Catholicism
40,Hungary,6,Calvinism
41,Hungary,6,Calvinism
42,Hungary,6,Calvinism
43,Hungary,6,Calvinism
44,Hungary,6,Calvinism
45,Hungary,6,Calvinism
46,Hungary,6,Calvinism
47,Hungary,6,Calvinism
48,Hungary,6,Calvinism
49,Hungary,6,Calvinism
50,Hungary,6,Calvinism
51,Hungary,6,Calvinism
52,Hungary,10,Lutheranism
53,Hungary,10, Lutheranism
54,Hungary,12,Atheism
55,Hungary,12,Atheism
56,Hungary,14, Christianity_(broadly)
57,Hungary,15,No_Religion
58,Hungary,15,No_Religion
59,Hungary,15,No_Religion
60,Hungary,15,No_Religion
61,Hungary,15,No_Religion
62,Hungary,15,No_Religion
63,Hungary,15,No_Religion
64,Hungary,15,No_Religion
65,Hungary,15,No_Religion
66,Hungary,15,No_Religion
67,Hungary,15,No_Religion
68,Hungary,15,No_Religion
69,Hungary,15,No_Religion
70,Hungary,15,No_Religion
71,Hungary,15,No_Religion
72,Hungary,15,No_Religion
73,Hungary,15,No_Religion
74,Hungary,16,Undeclared
75,Hungary,16,Undeclared
76,Hungary,16,Undeclared
77,Hungary,16,Undeclared
78,Hungary,16,Undeclared
79,Hungary,16,Undeclared
